,age,education,race,sex,hours-per-week,native-country,salary,first_name,last_names
32946,29,Doctorate,White,Male,35,United-States,>50K,Carla,Vega
32947,62,HS-grad,Black,Male,72,United-States,>50K,Sean,Mack
32948,19,Some-college,White,Female,20,United-States,<=50K,Jacqueline,Richardson
32949,25,Masters,White,Male,40,United-States,<=50K,John,Bowman
32950,23,HS-grad,Black,Female,40,United-States,<=50K,Tracy,Reed
32951,34,Some-college,White,Female,40,United-States,<=50K,Jennifer,Li
32952,33,Some-college,White,Male,40,United-States,<=50K,Dale,Lewis
32953,29,Bachelors,Other,Female,40,United-States,<=50K.,Toni,Myers
32954,57,HS-grad,White,Female,40,United-States,<=50K,Michael,Rice
32955,60,HS-grad,White,Male,32,United-States,<=50K,Roberta,Blackburn
32956,29,HS-grad,White,Female,15,United-States,<=50K.,Jonathan,Dixon
32957,53,HS-grad,White,Male,40,United-States,>50K.,Kristen,Moody
32958,61,5th-6th,White,Male,45,United-States,<=50K,Amber,Noble
32959,29,HS-grad,White,Male,40,United-States,<=50K,Brett,Johnson
32960,34,,White,Female,50,United-States,<=50K,Jeanette,Jones
32961,22,HS-grad,White,Female,36,United-States,<=50K.,Shawn,Preston
32962,34,HS-grad,White,Male,55,United-States,<=50K,Mary,Jenkins
32963,25,Some-college,White,Male,40,United-States,<=50K,Katherine,Wallace
32964,30,Bachelors,White,Male,35,United-States,<=50K,Joseph,Rojas
32965,19,HS-grad,Black,Male,35,United-States,<=50K,Ryan,Parker
32966,31,Some-college,White,Male,40,United-States,<=50K,Danny,Gordon
32967,35,Some-college,White,Female,40,United-States,<=50K,Mandy,Taylor
32968,46,HS-grad,White,Male,35,?,<=50K,Susan,Montes
32969,35,Masters,White,Female,40,United-States,<=50K.,Alexander,Weiss
32970,43,,White,Male,70,United-States,<=50K,Zachary,Randolph
32971,34,HS-grad,Asian-Pac-Islander,Male,40,United-States,<=50K,Mary,Haas
32972,52,Some-college,White,Male,35,United-States,<=50K.,Candice,Black
32973,61,HS-grad,Asian-Pac-Islander,Male,45,United-States,>50K,Lance,Scott
32974,60,HS-grad,White,Female,40,United-States,<=50K.,Melissa,Aguilar
32975,23,Bachelors,White,Female,40,United-States,<=50K.,Juan,Williams
32976,35,Bachelors,White,Male,48,United-States,>50K,Andrea,Page
32977,37,Bachelors,White,Male,45,United-States,<=50K.,Jermaine,Nielsen
32978,43,Some-college,White,Male,50,United-States,<=50K,John,Howard
32979,43,HS-grad,Black,Male,38,United-States,<=50K,Tracy,Martin
32980,24,Bachelors,White,Male,55,England,>50K,Debra,Reed
32981,47,Masters,White,Male,40,United-States,>50K,Sylvia,Stafford
32982,37,HS-grad,White,Male,50,United-States,<=50K,Whitney,Copeland
32983,53,11th,White,Male,60,United-States,<=50K.,Jessica,Bates
32984,45,Some-college,Black,Female,40,Trinadad&Tobago,<=50K,Stanley,Duarte
32985,32,Bachelors,White,Male,40,United-States,<=50K.,Elizabeth,Allen
32986,40,10th,White,Male,40,United-States,<=50K.,Faith,Carter
32987,24,Bachelors,White,Male,40,United-States,<=50K,Jennifer,Singleton
32988,28,HS-grad,White,Male,40,United-States,<=50K,Darlene,Thompson
32989,44,HS-grad,White,Male,40,United-States,>50K.,Christopher,Newton
32990,27,Assoc-acdm,White,Male,40,United-States,<=50K,Austin,Farmer
32991,55,Masters,White,Male,40,United-States,>50K,Jessica,Mckee
32992,42,HS-grad,Asian-Pac-Islander,Male,60,South,<=50K.,Lindsay,Miller
32993,43,Some-college,White,Male,40,United-States,<=50K,Jennifer,James
32994,64,Some-college,White,Male,40,United-States,<=50K,Timothy,Hill
32995,24,10,White,Male,50,United-States,<=50K.,Paul,Conner
32996,24,HS-grad,White,Female,40,United-States,<=50K,Angela,Davis
32997,60,9th,White,Male,40,United-States,<=50K,Linda,Obrien
32998,39,Bachelors,White,Female,36,United-States,>50K,Angela,Contreras
32999,25,Bachelors,White,Male,20,United-States,<=50K.,David,Patel
33000,59,Doctorate,White,Male,55,United-States,>50K.,Michele,Porter
33001,27,HS-grad,Other,Male,40,United-States,<=50K,Leslie,White
33002,44,Bachelors,White,Male,50,United-States,>50K,George,Young
33003,42,HS-grad,White,Male,55,United-States,>50K.,April,Olsen
33004,51,HS-grad,White,Male,40,United-States,<=50K,Roger,Wright
33005,23,Some-college,White,Male,25,Canada,<=50K.,William,Davenport
33006,32,9th,White,Male,50,United-States,<=50K,Jon,Perez
33007,32,11th,White,Male,80,United-States,<=50K.,Donald,Lee
33008,33,HS-grad,White,Male,40,United-States,<=50K,Troy,Campbell
33009,41,1st-4th,White,Male,40,Mexico,<=50K.,Paige,Harris
33010,40,HS-grad,Black,Female,40,United-States,<=50K.,Vincent,Garcia
33011,30,Some-college,Black,Female,35,United-States,<=50K,Mary,Gibson
33012,34,HS-grad,White,Female,40,United-States,<=50K.,Todd,Bryan
33013,38,Bachelors,White,Male,40,United-States,<=50K,Stephanie,Lozano
33014,39,HS-grad,White,Male,72,United-States,>50K,Kelly,Chandler
33015,40,HS-grad,Amer-Indian-Eskimo,Female,40,United-States,<=50K.,Kyle,Hoover
33016,32,Some-college,White,Male,40,United-States,<=50K,Tony,Rowland
33017,71,Bachelors,White,Female,14,United-States,<=50K,Morgan,Miller
33018,55,HS-grad,White,Male,46,United-States,<=50K,Tiffany,West
33019,33,Doctorate,White,Female,48,United-States,>50K,Dr.,Maria
33020,34,Masters,White,Male,40,?,<=50K,Anthony,Benjamin
33021,40,Masters,White,Male,50,United-States,>50K,Timothy,Love
33022,22,Bachelors,White,Male,40,United-States,<=50K,Clinton,Edwards
33023,29,HS-grad,White,Female,50,United-States,<=50K,Andrew,Payne
33024,24,HS-grad,White,Male,40,United-States,<=50K,Gary,Golden
33025,36,Masters,White,Male,45,United-States,>50K,Christopher,Dominguez
33026,53,Masters,White,Female,40,United-States,<=50K,Jeremiah,Gill
33027,21,HS-grad,Black,Female,60,United-States,<=50K.,Tammy,Drake
33028,43,HS-grad,White,Male,40,United-States,<=50K,Christopher,Anderson
33029,46,Some-college,White,Female,40,United-States,<=50K,Theresa,Wright
33030,30,Assoc-voc,White,Male,40,United-States,<=50K,Nancy,Farmer
33031,28,Assoc-acdm,White,Male,20,United-States,<=50K,Andrea,Kelly
33032,46,HS-grad,White,Male,50,United-States,<=50K.,Adam,Butler
33033,30,Assoc-voc,White,Female,16,United-States,>50K,Natasha,Wood
33034,22,HS-grad,Other,Male,40,Dominican-Republic,<=50K.,Larry,Andrade
33035,17,10th,White,Male,30,United-States,<=50K,Veronica,Warner
33036,41,HS-grad,White,Male,40,United-States,<=50K,Savannah,Rodriguez
33037,32,HS-grad,Black,Male,40,United-States,<=50K,Kristine,Flores
33038,38,Some-college,White,Male,50,United-States,<=50K,Rhonda,Fisher
33039,56,Some-college,White,Female,40,United-States,<=50K,James,Erickson
33040,60,Assoc-acdm,White,Female,40,United-States,<=50K,Jeffrey,Cook
33041,41,Some-college,White,Male,40,United-States,<=50K,Bianca,Martinez
33042,17,11th,White,Female,13,United-States,<=50K.,Wendy,Simpson
33043,17,11th,White,Female,36,United-States,<=50K.,Darrell,Hall
33044,48,Bachelors,White,Male,38,United-States,>50K.,Nicole,Hartman
33045,20,10th,Other,Male,40,United-States,<=50K,Ryan,Soto
33046,60,Some-college,White,Male,40,?,<=50K,Charles,Barnes
33047,37,HS-grad,White,Male,60,United-States,<=50K,Wendy,Williams
33048,26,HS-grad,White,Female,40,United-States,<=50K,Rebecca,Galloway
33049,20,Some-college,White,Female,25,United-States,<=50K,Megan,Morris
33050,33,Bachelors,White,Male,35,United-States,<=50K,Tina,Davis
33051,69,10th,White,Female,16,United-States,<=50K.,Brenda,Barber
33052,25,Some-college,White,Female,37,United-States,>50K.,Catherine,Archer
33053,29,HS-grad,White,Male,60,United-States,<=50K,Thomas,Jarvis
33054,22,10th,White,Male,40,United-States,<=50K.,Katie,Patton
33055,33,Assoc-acdm,White,Male,40,Mexico,<=50K,Henry,Evans
33056,36,HS-grad,White,Female,38,United-States,<=50K,Bruce,Acosta
33057,26,Some-college,White,Male,40,United-States,<=50K,Susan,Tyler
33058,36,Some-college,White,Male,40,United-States,>50K.,Lauren,Butler
33059,41,Doctorate,White,Female,40,United-States,>50K,Kayla,Mason
33060,40,HS-grad,White,Male,40,United-States,<=50K,Vernon,Collins
33061,34,Bachelors,Amer-Indian-Eskimo,Male,60,United-States,>50K,Victoria,Coffey
33062,24,Bachelors,White,Female,40,France,<=50K,Martin,Strong
33063,64,Assoc-voc,Asian-Pac-Islander,Male,40,Philippines,<=50K.,Kyle,Banks
33064,40,Assoc-acdm,White,Female,40,United-States,<=50K,Gregory,Ellis
33065,56,HS-grad,White,Female,40,United-States,<=50K,Theresa,Diaz
33066,52,Some-college,Black,Male,56,United-States,>50K.,Joseph,Kennedy
33067,53,Assoc-voc,Black,Female,40,United-States,<=50K,John,Wolf
33068,32,Bachelors,White,Male,35,United-States,<=50K.,Justin,Gonzalez
33069,29,7th-8th,White,Male,40,United-States,<=50K,Maria,Ortiz
33070,35,Some-college,White,Male,60,United-States,<=50K,Nina,Brown
33071,39,HS-grad,White,Male,40,United-States,<=50K.,Terri,Carter
33072,27,Bachelors,White,Male,50,United-States,>50K,Jesus,Smith
33073,39,Some-college,White,Male,50,United-States,>50K,Mr.,Charles
33074,23,Some-college,White,Female,40,United-States,<=50K,Megan,Cox
33075,34,HS-grad,White,Male,51,United-States,<=50K,Jean,Delacruz
33076,63,Bachelors,White,Female,10,United-States,<=50K.,Dakota,Wilkins
33077,20,Some-college,White,Male,48,United-States,<=50K,Valerie,Wright
33078,64,Some-college,White,Male,50,United-States,>50K.,Beth,Rowe
33079,29,Masters,White,Female,45,United-States,<=50K,Shane,Moore
33080,35,Some-college,Black,Male,30,United-States,<=50K,Deborah,Bradley
33081,30,HS-grad,White,Female,40,United-States,<=50K,Jennifer,Herrera
33082,23,Bachelors,White,Male,40,United-States,<=50K.,Amanda,Robbins
33083,43,Assoc-voc,White,Female,45,United-States,<=50K,Mr.,Caleb
33084,26,HS-grad,White,Male,40,United-States,<=50K.,Stephen,Henderson
33085,38,Prof-school,White,Male,50,United-States,>50K,Christian,Jones
33086,39,HS-grad,White,Male,35,United-States,<=50K,Jason,Little
33087,67,HS-grad,White,Female,15,United-States,<=50K,Jeff,Vincent
33088,43,HS-grad,White,Female,40,United-States,<=50K,Victoria,Perry
33089,21,12th,Black,Male,25,United-States,<=50K,Dan,Campbell
33090,25,Bachelors,White,Female,40,United-States,<=50K.,William,Sullivan
33091,47,Assoc-voc,White,Female,40,United-States,<=50K.,Jason,Baldwin
33092,56,Assoc-voc,White,Male,40,United-States,>50K,David,Moody
33093,34,Bachelors,White,Female,15,United-States,<=50K,Jenny,Hernandez
33094,34,Some-college,White,Female,40,United-States,<=50K,Kathleen,Flores
33095,42,Bachelors,Black,Male,40,United-States,>50K,Amy,Grimes
33096,77,7th-8th,White,Male,20,Italy,>50K,Larry,Fox
33097,44,Prof-school,White,Male,55,United-States,>50K,Johnny,Horton
33098,26,HS-grad,Black,Male,28,United-States,<=50K,Laura,Arnold
33099,51,HS-grad,White,Male,40,United-States,>50K,Dennis,Strong
33100,55,HS-grad,White,Male,40,United-States,<=50K,Melissa,Abbott
33101,67,11th,White,Male,40,United-States,<=50K,Mary,Wallace
33102,24,Bachelors,White,Female,50,United-States,<=50K,Elizabeth,Schmidt
33103,30,Some-college,White,Male,40,United-States,<=50K.,Susan,Reese
33104,35,Bachelors,White,Male,45,United-States,>50K,Robert,Cervantes
33105,23,HS-grad,White,Male,40,United-States,<=50K.,Steven,Becker
33106,32,Bachelors,White,Male,60,United-States,>50K,Sarah,Lawrence
33107,57,1st-4th,White,Male,40,Portugal,<=50K,Cheryl,Wheeler
33108,45,HS-grad,White,Male,65,United-States,<=50K.,Daniel,Johnson
33109,41,Some-college,Black,Male,40,United-States,<=50K.,Dr.,Jonathan
33110,49,Assoc-voc,Asian-Pac-Islander,Male,40,United-States,>50K,Jordan,Mccormick
33111,38,Bachelors,Asian-Pac-Islander,Male,65,United-States,>50K,Bonnie,Weaver
33112,47,HS-grad,White,Female,40,United-States,<=50K,Jeremy,Sparks
33113,31,HS-grad,White,Female,38,United-States,<=50K.,Kenneth,Cantu
33114,36,HS-grad,White,Male,52,United-States,<=50K,Cynthia,Hayes
33115,48,Assoc-voc,White,Male,42,United-States,<=50K.,Mathew,Davis
33116,37,Some-college,White,Male,40,United-States,>50K.,Diana,Evans
33117,50,Bachelors,White,Male,40,United-States,>50K,David,Perkins
33118,59,HS-grad,White,Male,40,United-States,>50K.,Cindy,Davis
33119,30,Bachelors,White,Male,40,United-States,<=50K,Whitney,Ruiz
33120,23,Bachelors,White,Female,40,United-States,<=50K,Micheal,Richards
33121,48,HS-grad,White,Female,40,United-States,<=50K,Lawrence,Peterson
33122,21,5th-6th,White,Male,40,Guatemala,<=50K.,Suzanne,Gomez
33123,33,11th,White,Male,60,United-States,<=50K.,Christy,Carlson
33124,54,10th,White,Male,60,United-States,<=50K,Ms.,Kathy
33125,47,Some-college,White,Male,40,United-States,<=50K.,Ann,Hughes
33126,43,Some-college,White,Male,40,United-States,>50K.,Chase,Smith
33127,20,Some-college,White,Female,10,United-States,<=50K,Marilyn,Henry
33128,31,Bachelors,Other,Male,36,Mexico,<=50K,Angela,Johnson
33129,54,Some-college,White,Female,35,United-States,<=50K.,Johnny,Hernandez
33130,50,HS-grad,White,Male,40,United-States,>50K,Nancy,Davenport
33131,30,,White,Male,40,United-States,<=50K.,Robert,Farrell
33132,53,Some-college,White,Male,30,United-States,<=50K,Derek,Cummings
33133,36,Bachelors,White,Male,50,United-States,<=50K,Daniel,Perkins
33134,19,HS-grad,White,Male,35,United-States,<=50K.,Courtney,Rose
33135,17,11th,White,Male,10,United-States,<=50K,Gerald,Hudson
33136,28,Bachelors,White,Female,50,United-States,<=50K,Rebecca,Wilkins
33137,22,HS-grad,White,Male,35,United-States,<=50K,Brianna,Webb
33138,66,HS-grad,White,Female,40,United-States,<=50K,John,Fowler
33139,32,Bachelors,White,Male,50,United-States,<=50K.,Dana,Hansen
33140,46,Bachelors,White,Male,45,United-States,>50K,John,Myers
33141,45,Some-college,Black,Female,25,United-States,<=50K.,Sandra,Cardenas
33142,63,11th,White,Female,30,United-States,<=50K,Karen,Reed
33143,35,HS-grad,White,Male,50,United-States,<=50K,Brian,Carter
33144,57,HS-grad,White,Female,40,United-States,>50K,Andrea,Key
33145,48,Doctorate,Asian-Pac-Islander,Male,40,China,>50K,John,Carr
33146,39,HS-grad,White,Male,50,United-States,<=50K.,Crystal,Osborn
33147,21,HS-grad,White,Female,19,United-States,<=50K.,Tara,Berry
33148,56,Bachelors,White,Male,30,Canada,<=50K,Joe,Page
33149,40,HS-grad,White,Female,25,United-States,<=50K,John,Gallegos
33150,65,HS-grad,White,Male,40,United-States,>50K,Melanie,Jones
33151,40,HS-grad,White,Male,60,United-States,>50K,Ryan,Peters
33152,47,10th,White,Male,40,Italy,<=50K.,Monica,Douglas
33153,40,HS-grad,White,Male,25,United-States,<=50K,Chad,Hines
33154,20,11th,White,Male,40,United-States,<=50K.,Sarah,Butler
33155,17,10th,White,Male,20,El-Salvador,<=50K,Steve,Hill
33156,43,Masters,Amer-Indian-Eskimo,Female,50,United-States,>50K,Brianna,Jackson
33157,35,HS-grad,Other,Male,40,Puerto-Rico,<=50K.,Brian,Webb
33158,26,Some-college,White,Male,40,United-States,<=50K.,William,Jacobson
33159,61,7th-8th,Black,Female,40,United-States,<=50K,Marilyn,Yates
33160,28,HS-grad,White,Female,40,United-States,<=50K,Adam,Hudson
33161,39,Masters,White,Male,45,United-States,>50K,Veronica,Bradley
33162,22,,White,Male,27,United-States,<=50K,Matthew,Mcgee
33163,65,Assoc-voc,White,Male,50,United-States,>50K,Cheryl,Shaffer
33164,31,HS-grad,White,Male,55,United-States,<=50K,Terry,Lambert
33165,20,Some-college,White,Male,20,United-States,<=50K,Katherine,Moss
33166,47,Assoc-acdm,White,Female,35,United-States,<=50K.,Lynn,Orr
33167,26,HS-grad,White,Male,48,United-States,<=50K,Jimmy,Bryan
33168,34,HS-grad,Black,Female,35,United-States,<=50K,Daniel,Schneider
33169,42,Assoc-voc,White,Male,48,United-States,<=50K,Kelly,Velasquez
33170,41,1st-4th,White,Male,50,Mexico,<=50K,Jennifer,Mcfarland
33171,47,Bachelors,White,Male,40,United-States,<=50K,Scott,Barnes
33172,41,HS-grad,White,Female,60,United-States,<=50K,Eric,Manning
33173,29,HS-grad,White,Male,45,United-States,>50K.,Antonio,Wade
33174,60,HS-grad,White,Male,60,United-States,<=50K.,Jerry,Goodwin
33175,40,Assoc-voc,White,Male,72,United-States,>50K.,Gary,Jackson
33176,23,Some-college,White,Female,40,United-States,<=50K.,Amber,Taylor
33177,49,Some-college,White,Male,43,United-States,<=50K,Kathy,Perry
33178,60,Bachelors,White,Female,40,United-States,<=50K,Janet,Moreno
33179,28,9,White,Male,50,United-States,<=50K,Nicole,Shepherd
33180,43,HS-grad,Black,Male,40,United-States,>50K,Deborah,Matthews
33181,31,Bachelors,White,Female,65,United-States,>50K,Michael,Marquez
33182,46,Bachelors,White,Male,52,United-States,<=50K,Cheryl,Porter
33183,19,Some-college,White,Female,12,United-States,<=50K.,Heather,Whitaker
33184,49,10th,Black,Male,40,United-States,<=50K,Tracy,Hensley
33185,29,Bachelors,White,Male,45,United-States,<=50K.,Jessica,Johnson
33186,45,HS-grad,Black,Male,40,United-States,<=50K,Samantha,Morton
33187,55,Masters,White,Male,40,,>50K.,David,Church
33188,64,Prof-school,White,Male,60,United-States,<=50K,Elizabeth,Cooke
33189,30,HS-grad,White,Male,40,United-States,<=50K.,Robert,Daugherty
33190,19,11th,White,Female,40,United-States,<=50K,Tina,Klein
33191,31,Bachelors,White,Male,40,United-States,>50K,Kevin,Munoz
33192,39,Assoc-acdm,White,Female,25,United-States,>50K,Theodore,Miller
33193,20,HS-grad,White,Female,10,El-Salvador,<=50K.,Kenneth,Kent
33194,20,Some-college,White,Female,40,United-States,<=50K,Albert,Chang
33195,39,Some-college,White,Male,40,United-States,<=50K,John,Ferrell
33196,23,HS-grad,White,Male,40,United-States,<=50K,Nicholas,Paul
33197,19,HS-grad,White,Male,30,United-States,<=50K,Terri,Harrison
33198,35,Bachelors,Black,Male,55,United-States,<=50K.,Richard,Blair
33199,41,HS-grad,White,Male,40,United-States,<=50K,Shawn,Wilson
33200,24,HS-grad,White,Male,30,United-States,<=50K,Donald,Rangel
33201,28,HS-grad,Black,Male,35,United-States,<=50K,Jason,Mcpherson
33202,35,Masters,White,Male,40,United-States,>50K,Regina,Benton
33203,50,Bachelors,Amer-Indian-Eskimo,Female,40,United-States,>50K,Stephanie,Morrison
33204,40,Assoc-voc,Black,Male,44,United-States,<=50K,Reginald,Pena
33205,22,HS-grad,Black,Male,8,United-States,<=50K.,Hannah,Campbell
33206,39,Bachelors,White,Male,50,Japan,>50K,Duane,Andrews
33207,32,Assoc-voc,White,Female,35,Cuba,<=50K.,Dana,Ferguson
33208,47,HS-grad,White,Female,45,United-States,<=50K,Harold,Mcintyre
33209,66,7th-8th,White,Female,20,United-States,<=50K.,Marie,Jordan
33210,29,HS-grad,Black,Male,40,United-States,<=50K,Katherine,Lara
33211,51,Bachelors,White,Female,40,United-States,<=50K,Julie,Gray
33212,65,Some-college,White,Male,40,United-States,<=50K,Cody,Maddox
33213,60,3,White,Female,40,Puerto-Rico,<=50K,Edward,Grant
33214,40,,White,Female,40,United-States,<=50K,Kimberly,Good
33215,22,HS-grad,White,Female,45,United-States,<=50K.,Catherine,Curtis
33216,37,Assoc-acdm,White,Male,45,Canada,>50K,Stephen,Bates
33217,22,Some-college,Asian-Pac-Islander,Female,40,Philippines,<=50K,Brianna,Harris
33218,43,Masters,White,Female,45,United-States,>50K,Amanda,Carpenter
33219,42,Some-college,White,Male,80,United-States,>50K.,Julie,Rios
33220,53,3,White,Male,10,Yugoslavia,>50K.,Steven,Young
33221,41,Assoc-voc,White,Female,5,?,<=50K,Lacey,Lawson
33222,65,Masters,White,Male,35,United-States,>50K,Stephen,Peters
33223,34,Some-college,Black,Male,40,Germany,>50K,Margaret,Sweeney
33224,40,HS-grad,Black,Male,40,United-States,<=50K.,Penny,Simmons
33225,45,Assoc-voc,White,Male,40,United-States,<=50K,Paul,Anderson
33226,19,9th,White,Male,35,Mexico,<=50K,Matthew,Jefferson
33227,23,,White,Male,40,United-States,<=50K,Sheila,Allen
33228,25,Bachelors,White,Female,40,United-States,<=50K,Kelly,Calderon
33229,27,HS-grad,White,Male,40,United-States,<=50K,Jillian,Gonzalez
33230,19,HS-grad,White,Male,40,United-States,<=50K,Tammy,Rogers
33231,43,HS-grad,Black,Female,40,United-States,<=50K,Dr.,Stephanie
33232,61,7th-8th,White,Male,40,United-States,<=50K,Jenna,Smith
33233,34,Assoc-acdm,White,Male,40,United-States,<=50K,Kristen,Spence
33234,27,Some-college,White,Male,40,United-States,<=50K,Mary,Garrett
33235,22,Assoc-acdm,White,Female,25,United-States,<=50K,Jose,Blackwell
33236,45,Bachelors,Asian-Pac-Islander,Female,40,Philippines,>50K,Michael,Flores
33237,29,HS-grad,White,Male,40,United-States,<=50K.,Joseph,Branch
