,marital-status,workclass,occupation,salary,relationship,hours-per-week,sex,native-country,first_name,last_names
16556,Divorced,Private,Adm-clerical,<=50K.,Not-in-family,40,Female,United-States,Heather,Stevenson
16557,Never-married,Private,Adm-clerical,<=50K,Other-relative,40,Female,United-States,Pamela,Allen
16558,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,40,Male,United-States,Sheila,Barnes
16559,Widowed,Private,Other-service,<=50K,Other-relative,32,Female,United-States,Amy,Cooper
16560,Married-civ-spouse,Private,Priv-house-serv,<=50K,Other-relative,40,Female,United-States,Travis,Lewis
16561,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,40,Male,Laos,Leslie,Cook
16562,Never-married,Local-gov,Prof-specialty,<=50K,Own-child,40,Female,United-States,Patrick,Sexton
16563,Married-civ-spouse,Private,Sales,<=50K,Husband,40,Male,Columbia,Caitlin,Mills
16564,Married-civ-spouse,Private,Transport-moving,>50K.,Husband,43,Male,United-States,Donald,Leach
16565,Widowed,Private,Prof-specialty,<=50K,Not-in-family,50,Female,United-States,Brandon,Reilly
16566,Never-married,Local-gov,Other-service,<=50K,Unmarried,40,Female,United-States,Terri,Donovan
16567,Never-married,Local-gov,Handlers-cleaners,<=50K.,Not-in-family,40,Male,United-States,Ann,Kennedy
16568,Divorced,Federal-gov,Exec-managerial,<=50K,Not-in-family,50,Female,United-States,Taylor,Patterson
16569,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,Guatemala,Justin,Wilcox
16570,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K,Husband,60,Male,United-States,Ryan,Scott
16571,Never-married,Private,Other-service,<=50K.,Not-in-family,50,Female,United-States,Martin,Ross
16572,Married-civ-spouse,?,?,<=50K,Husband,10,Male,United-States,Krystal,Allen
16573,Divorced,Private,Adm-clerical,<=50K,Not-in-family,41,Male,United-States,Miss,Nicole
16574,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K,Wife,60,Female,United-States,Sarah,Cunningham
16575,Never-married,Private,Machine-op-inspct,<=50K,Own-child,40,Male,United-States,Jennifer,Schroeder
16576,Married-civ-spouse,,,>50K.,Wife,40,Female,United-States,Todd,King
16577,Married-civ-spouse,Private,Sales,<=50K.,Husband,50,Male,United-States,Karen,Ortiz
16578,Widowed,Private,Other-service,<=50K.,Unmarried,40,Female,United-States,Gabrielle,Houston
16579,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,<=50K,Husband,50,Male,United-States,Zachary,Reilly
16580,Never-married,Private,Sales,<=50K.,Own-child,40,Male,United-States,Alex,Bartlett
16581,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K,Husband,70,Male,United-States,Cynthia,Mcgee
16582,Married-civ-spouse,State-gov,Craft-repair,<=50K,Husband,40,Male,United-States,Henry,Rojas
16583,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K,Husband,50,Male,United-States,Joseph,Gonzalez
16584,Separated,Private,Other-service,<=50K,Unmarried,21,Female,Haiti,Krystal,Harvey
16585,Married-civ-spouse,Private,Other-service,<=50K,Husband,40,Male,?,Alyssa,Hopkins
16586,Married-civ-spouse,Private,Other-service,<=50K,Husband,40,Male,United-States,Thomas,Murillo
16587,Divorced,Private,Craft-repair,<=50K,Own-child,58,Male,Poland,Albert,Torres
16588,Never-married,Private,Machine-op-inspct,<=50K.,Own-child,40,Male,United-States,Theresa,Sexton
16589,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,50,Male,United-States,Patricia,Miller
16590,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,40,Male,United-States,Katherine,Tucker
16591,Never-married,Private,Handlers-cleaners,<=50K.,Unmarried,30,Male,United-States,Belinda,Thompson
16592,Never-married,Private,Sales,<=50K.,Not-in-family,40,Female,United-States,Karen,Roberts
16593,Married-civ-spouse,?,?,<=50K,Husband,80,Male,United-States,Cathy,Bennett
16594,Never-married,Private,Transport-moving,<=50K,Own-child,30,Male,United-States,David,Baker
16595,Divorced,Private,Exec-managerial,<=50K.,Unmarried,38,Female,United-States,Julie,Hall
16596,Never-married,Local-gov,Prof-specialty,>50K.,Not-in-family,33,Male,United-States,Mark,Bailey
16597,Divorced,Private,Other-service,<=50K.,Own-child,25,Male,United-States,Katherine,Webster
16598,Married-civ-spouse,State-gov,Other-service,<=50K,Husband,40,Male,United-States,Richard,Jordan
16599,Married-civ-spouse,Private,Sales,<=50K,Husband,55,Male,United-States,Jimmy,Oliver
16600,Never-married,Private,Other-service,<=50K,Own-child,13,Female,United-States,Peggy,Chan
16601,Married-civ-spouse,Self-emp-not-inc,Tech-support,<=50K,Husband,60,Male,United-States,Monique,Wilkins
16602,Never-married,Private,Machine-op-inspct,<=50K,Own-child,40,Female,United-States,Peter,Beasley
16603,Never-married,Local-gov,Prof-specialty,>50K,Not-in-family,45,Female,United-States,Karen,White
16604,Never-married,Private,Sales,<=50K,Own-child,16,Male,United-States,Margaret,Noble
16605,Never-married,?,?,<=50K,Own-child,40,Male,Germany,Dylan,Cooley
16606,Married-civ-spouse,Private,Craft-repair,>50K,Husband,40,Male,United-States,Juan,Gilbert
16607,Married-civ-spouse,?,?,<=50K,Wife,35,Female,United-States,Jerome,Smith
16608,Never-married,Private,Handlers-cleaners,<=50K,Own-child,30,Male,United-States,Lee,Paul
16609,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,<=50K.,Husband,40,Male,United-States,Kelly,Jones
16610,Divorced,Private,Exec-managerial,<=50K.,Unmarried,40,Female,United-States,Nicholas,Knapp
16611,Never-married,Private,Priv-house-serv,<=50K,Not-in-family,40,Female,United-States,Nichole,Shaw
16612,Married-civ-spouse,Private,Adm-clerical,<=50K,Wife,40,Female,United-States,Allison,White
16613,Divorced,Private,Other-service,<=50K.,Unmarried,45,Female,United-States,Kelly,Zimmerman
16614,Married-civ-spouse,Local-gov,Prof-specialty,>50K,Husband,60,Male,United-States,Ruben,Garcia
16615,Never-married,Private,Machine-op-inspct,<=50K,Not-in-family,38,Male,Puerto-Rico,Ann,Wolfe
16616,Never-married,Private,Handlers-cleaners,<=50K,Other-relative,52,Male,Mexico,Shawn,Knight
16617,Never-married,Private,Handlers-cleaners,<=50K,Own-child,50,Male,Portugal,Traci,Mitchell
16618,Never-married,,,<=50K.,Own-child,40,Male,United-States,Kenneth,Villegas
16619,Married-civ-spouse,Private,Adm-clerical,<=50K,Husband,7,Male,United-States,Deborah,Wheeler
16620,Married-spouse-absent,Private,Machine-op-inspct,<=50K,Not-in-family,40,Male,?,Chelsea,Calderon
16621,Separated,Federal-gov,Sales,<=50K.,Other-relative,40,Female,United-States,Kelly,Riggs
16622,Divorced,Federal-gov,Craft-repair,<=50K,Unmarried,40,Male,United-States,Stephen,Myers
16623,Never-married,Private,Sales,<=50K.,Not-in-family,45,Female,United-States,Carol,Gibson
16624,Divorced,Private,Prof-specialty,<=50K,Unmarried,45,Female,El-Salvador,Damon,Nelson
16625,Never-married,Private,Machine-op-inspct,<=50K,Not-in-family,40,Male,United-States,Charles,Wallace
16626,Married-civ-spouse,Self-emp-inc,Sales,>50K,Husband,20,Male,United-States,Anthony,Smith
16627,Never-married,?,?,<=50K,Own-child,40,Female,United-States,Heather,Todd
16628,Divorced,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Dr.,Debra
16629,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,50,Male,United-States,David,Collins
16630,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,<=50K,Husband,65,Male,United-States,Lisa,Blair
16631,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Male,United-States,Henry,Hayden
16632,Never-married,Private,Other-service,<=50K.,Unmarried,40,Female,United-States,Bradley,Green
16633,Married-civ-spouse,Private,Sales,<=50K,Husband,24,Male,United-States,Jessica,Lee
16634,Never-married,Private,Adm-clerical,<=50K,Own-child,25,Male,Greece,Stephanie,Burns
16635,Married-civ-spouse,State-gov,Protective-serv,>50K,Husband,40,Male,United-States,Frank,Martinez
16636,Never-married,Private,Sales,<=50K.,Not-in-family,40,Female,United-States,James,Shepard
16637,Divorced,Federal-gov,Exec-managerial,<=50K,Unmarried,40,Female,United-States,Derek,Coleman
16638,Separated,Private,Exec-managerial,<=50K,Unmarried,40,Female,?,Diane,Ward
16639,Married-spouse-absent,Self-emp-not-inc,Other-service,<=50K.,Not-in-family,40,Female,United-States,Timothy,Jensen
16640,Married-civ-spouse,Private,Handlers-cleaners,<=50K.,Husband,40,Male,United-States,Dana,Deleon
16641,Never-married,Private,Other-service,<=50K,Own-child,20,Male,United-States,Brandon,Lawrence
16642,Never-married,,,<=50K.,Not-in-family,40,Female,United-States,Don,Duffy
16643,Married-civ-spouse,Private,Sales,>50K,Husband,45,Male,United-States,Savannah,Burton
16644,Married-civ-spouse,State-gov,Exec-managerial,>50K,Husband,60,Male,United-States,Karen,Carter
16645,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,35,Male,Guatemala,Larry,Vasquez
16646,Widowed,Private,Adm-clerical,<=50K,Unmarried,40,Female,United-States,Jessica,Mcdowell
16647,Married-civ-spouse,Private,Sales,<=50K,Husband,40,Male,United-States,Joseph,Barrett
16648,Never-married,Private,Handlers-cleaners,<=50K.,Own-child,40,Male,Philippines,Kathleen,Morgan
16649,Married-civ-spouse,Private,Sales,>50K,Wife,45,Female,United-States,Kevin,Bowers
16650,Married-civ-spouse,Private,Other-service,>50K.,Wife,15,Female,United-States,James,Carrillo
16651,Married-civ-spouse,Local-gov,Sales,>50K,Husband,40,Male,United-States,Marissa,Newton
16652,Married-civ-spouse,Private,Sales,<=50K,Husband,35,Male,United-States,Sara,Barr
16653,Never-married,?,?,<=50K,Own-child,38,Female,United-States,Terry,Reed
16654,Married-civ-spouse,Private,Priv-house-serv,<=50K.,Wife,6,Female,United-States,Cathy,Lee
16655,Never-married,Private,Other-service,<=50K.,Not-in-family,47,Female,United-States,Martha,Williams
16656,Married-civ-spouse,Self-emp-not-inc,Sales,<=50K.,Husband,70,Male,United-States,Kristina,York
16657,Married-civ-spouse,Local-gov,Protective-serv,<=50K.,Husband,50,Male,United-States,Jacqueline,Adams
16658,Married-civ-spouse,Private,Sales,<=50K,Husband,50,Male,United-States,Mark,Walton
16659,Divorced,Private,Sales,<=50K.,Unmarried,40,Female,United-States,Kathryn,Parsons
16660,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,40,Male,United-States,Ariana,Freeman
16661,Married-civ-spouse,Private,Farming-fishing,<=50K,Husband,40,Male,United-States,James,Petersen
16662,Never-married,Private,Craft-repair,<=50K,Not-in-family,40,Male,United-States,Paul,Spencer
16663,Never-married,Private,Other-service,<=50K.,Other-relative,30,Male,United-States,Kristin,Carter
16664,Divorced,Private,Machine-op-inspct,<=50K,Unmarried,25,Female,United-States,Steven,Ramirez
16665,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,45,Male,United-States,Aaron,Moreno
16666,Married-civ-spouse,Private,Adm-clerical,>50K,Wife,40,Female,United-States,Brandon,Grant
16667,Married-civ-spouse,Private,Craft-repair,>50K,Husband,40,Male,United-States,Jessica,Grant
16668,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,45,Male,United-States,Jeffrey,Owens
16669,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,40,Male,United-States,Brittany,Flynn
16670,Never-married,Self-emp-not-inc,Other-service,<=50K,Unmarried,40,Female,United-States,Abigail,White
16671,Never-married,Private,Prof-specialty,<=50K,Not-in-family,25,Male,United-States,Christopher,West
16672,Never-married,Local-gov,Prof-specialty,<=50K.,Own-child,40,Female,United-States,Richard,Hill
16673,Never-married,Private,Prof-specialty,<=50K.,Not-in-family,40,Male,United-States,Leslie,Gregory
16674,Never-married,?,?,<=50K,Not-in-family,32,Female,United-States,Gabriela,Tucker
16675,Married-civ-spouse,Private,Adm-clerical,>50K,Wife,40,Female,United-States,Michelle,Harper
16676,Never-married,Private,Machine-op-inspct,<=50K,Own-child,40,Male,United-States,Jesus,Fry
16677,Married-civ-spouse,Private,Adm-clerical,>50K,Husband,55,Male,United-States,Connor,Ward
16678,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,42,Male,United-States,Elizabeth,Price
16679,Never-married,Private,Prof-specialty,<=50K,Not-in-family,55,Male,United-States,Cody,Everett
16680,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Sean,Swanson
16681,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Husband,40,Male,Haiti,Donald,Davidson
16682,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,65,Male,United-States,Stacey,Garner
16683,Married-civ-spouse,Private,Adm-clerical,<=50K.,Wife,20,Female,United-States,Anthony,Wilson
16684,Never-married,Private,Handlers-cleaners,<=50K,Own-child,25,Male,United-States,Mary,Deleon
16685,Never-married,Federal-gov,Prof-specialty,>50K,Not-in-family,50,Female,United-States,Melissa,Baker
16686,Divorced,Private,Other-service,<=50K,Own-child,32,Female,United-States,Patrick,Patrick
16687,Never-married,Private,Handlers-cleaners,<=50K,Not-in-family,40,Male,United-States,Ryan,Sanders
16688,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,50,Male,United-States,Madeline,Dominguez
16689,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,40,Male,United-States,Shawn,Meyer
16690,Never-married,Private,Handlers-cleaners,<=50K,Not-in-family,40,Male,United-States,Robert,Glover
16691,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Mr.,Andrew
16692,Never-married,Private,Adm-clerical,<=50K.,Own-child,40,Female,United-States,Megan,Willis
16693,Married-civ-spouse,?,?,<=50K,Wife,40,Female,United-States,Karl,Willis
16694,Never-married,Private,Exec-managerial,>50K,Not-in-family,40,Male,United-States,Matthew,Nichols
16695,Never-married,Private,Prof-specialty,<=50K.,Not-in-family,30,Male,United-States,Daniel,Henderson
16696,Never-married,Private,Farming-fishing,<=50K,Unmarried,46,Female,United-States,Frank,Lowe
16697,Never-married,Private,Farming-fishing,<=50K,Not-in-family,40,Male,Ireland,Tiffany,Perez
16698,Divorced,Local-gov,Prof-specialty,<=50K,Not-in-family,25,Female,United-States,Amber,Cross
16699,Divorced,Federal-gov,Exec-managerial,>50K,Not-in-family,55,Male,United-States,Harry,Jackson
16700,Never-married,Self-emp-not-inc,Farming-fishing,<=50K.,Own-child,50,Male,United-States,Jenna,Rice
16701,Never-married,Private,Tech-support,>50K,Not-in-family,40,Female,United-States,Kimberly,Hill
16702,Married-civ-spouse,Private,Prof-specialty,<=50K,Husband,32,Male,United-States,Andrew,Cooper
16703,Never-married,Private,Machine-op-inspct,<=50K,Own-child,40,Female,United-States,John,Moreno
16704,Never-married,,,<=50K.,Own-child,30,Female,United-States,Melissa,Gordon
16705,Married-civ-spouse,Private,Exec-managerial,<=50K,Husband,70,Male,United-States,Monica,Cooper
16706,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K.,Husband,55,Male,United-States,Douglas,Kidd
16707,Married-civ-spouse,Federal-gov,Exec-managerial,>50K,Husband,40,Male,United-States,Tanner,Richardson
16708,Never-married,Private,Adm-clerical,<=50K.,Own-child,24,Male,United-States,Richard,Taylor
16709,Never-married,Private,Craft-repair,<=50K.,Own-child,40,Male,United-States,Craig,Flores
16710,Never-married,Private,Other-service,<=50K,Own-child,20,Female,United-States,Sara,Grant
16711,Never-married,Private,Sales,<=50K,Not-in-family,40,Male,United-States,Danielle,Perez
16712,Never-married,Private,Sales,<=50K,Not-in-family,40,Female,United-States,Charles,Golden
16713,Divorced,Private,Sales,<=50K.,Not-in-family,50,Female,United-States,Kevin,Nguyen
16714,Divorced,Private,Exec-managerial,<=50K,Not-in-family,40,Female,United-States,Desiree,Jackson
16715,Divorced,Private,Adm-clerical,<=50K,Not-in-family,40,Male,United-States,Adam,Ochoa
16716,Never-married,Private,Exec-managerial,<=50K,Not-in-family,40,Male,United-States,Seth,Lopez
16717,Never-married,Private,Prof-specialty,<=50K.,Not-in-family,44,Male,United-States,Douglas,Hamilton
16718,Married-civ-spouse,Private,Exec-managerial,<=50K.,Husband,60,Male,United-States,Gregory,Roach
16719,Never-married,Self-emp-not-inc,Sales,<=50K,Own-child,40,Female,United-States,Sandra,Alexander
16720,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,60,Male,United-States,Melanie,Aguirre
16721,Never-married,Private,Other-service,<=50K,Own-child,40,Female,United-States,Joe,Preston
16722,Married-civ-spouse,Private,Handlers-cleaners,<=50K,Husband,40,Male,United-States,Felicia,Davidson
16723,Never-married,Private,Exec-managerial,<=50K,Own-child,40,Female,United-States,Linda,Gordon
16724,Married-civ-spouse,Private,Protective-serv,<=50K,Husband,24,Male,United-States,Jessica,Wolf
16725,Never-married,Private,Prof-specialty,<=50K,Not-in-family,60,Male,United-States,Joy,Rodriguez
16726,Never-married,,,<=50K.,Own-child,40,Female,United-States,Eugene,Faulkner
16727,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Not-in-family,40,Female,Mexico,Maureen,Buckley
16728,Widowed,?,?,<=50K,Not-in-family,2,Male,United-States,Cynthia,Lawson
16729,Married-civ-spouse,Private,Handlers-cleaners,<=50K.,Husband,40,Male,United-States,Arthur,Williams
16730,Married-civ-spouse,,,<=50K.,Husband,40,Male,United-States,Roger,Reynolds
16731,Married-civ-spouse,Local-gov,Craft-repair,<=50K,Husband,55,Male,United-States,Jason,Logan
16732,Married-civ-spouse,Self-emp-inc,Sales,>50K.,Husband,45,Male,United-States,Julie,Krause
16733,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K.,Husband,50,Male,United-States,Jasmine,Compton
16734,Married-civ-spouse,Private,Farming-fishing,>50K,Husband,65,Male,Yugoslavia,Mary,Clements
16735,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Nathaniel,Fisher
16736,Never-married,Private,Sales,<=50K,Own-child,30,Female,United-States,Rebecca,Hayes
16737,Married-civ-spouse,Private,Other-service,<=50K,Husband,30,Male,Mexico,Sarah,Bowen
16738,Never-married,Federal-gov,Adm-clerical,<=50K,Not-in-family,40,Male,Puerto-Rico,Aaron,Shepherd
16739,Never-married,Private,Transport-moving,<=50K,Unmarried,38,Female,United-States,Craig,Jackson
16740,Married-spouse-absent,Federal-gov,Exec-managerial,<=50K,Not-in-family,40,Female,United-States,Shannon,Reed
16741,Married-civ-spouse,Private,Adm-clerical,<=50K,Husband,20,Male,United-States,Mark,Gallegos
16742,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,40,Male,United-States,David,Vaughn
16743,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,40,Male,?,Mrs.,Jessica
16744,Widowed,Private,Sales,<=50K.,Unmarried,40,Female,United-States,Jon,Pugh
16745,Separated,,,<=50K.,Unmarried,50,Female,United-States,Chad,Berger
16746,Divorced,Private,Adm-clerical,<=50K.,Unmarried,40,Female,United-States,Keith,Pace
16747,Married-civ-spouse,State-gov,Protective-serv,<=50K,Husband,40,Male,United-States,Jonathan,Cantu
16748,Divorced,Private,Exec-managerial,<=50K,Unmarried,40,Female,United-States,Steven,Burgess
16749,Never-married,State-gov,Other-service,<=50K,Own-child,10,Male,United-States,Laurie,Riggs
16750,Never-married,Private,Prof-specialty,>50K,Own-child,64,Male,Philippines,Sandra,Hopkins
